StartTime,EndTime,ResponseTime
19:02:08,19:02:09,457.963
19:02:09,19:02:10,379.59700000000004
19:02:10,19:02:11,276.36699999999996
19:02:11,19:02:12,348.721
19:02:12,19:02:13,344.73199999999997
19:02:13,19:02:14,297.502
19:02:13,19:02:14,296.723
19:02:14,19:02:15,380.757
19:02:14,19:02:15,778.906
19:02:15,19:02:16,397.567
19:02:15,19:02:16,397.17400000000004
19:02:16,19:02:17,417.825
19:02:16,19:02:17,421.564
19:02:17,19:02:18,443.46999999999997
19:02:17,19:02:18,441.961
